ontology ID	label	definition
unit:cC	centicoulomb	A unit which is equal to 10⁻² coulomb.
unit:cF	centifarad	A unit which is equal to 10⁻² farad.
unit:cGy	centigray	A unit which is equal to 10⁻² gray.
unit:cH	centihenry	A unit which is equal to 10⁻² henry.
unit:cHz	centihertz	A unit which is equal to 10⁻² hertz.
unit:cJ	centijoule	A unit which is equal to 10⁻² joule.
unit:cK	centikelvin	A unit which is equal to 10⁻² kelvin.
unit:cL	centilitre	A unit which is equal to 10⁻² litre.
unit:cN	centinewton	A unit which is equal to 10⁻² newton.
unit:cN.m	centinewton metre	A unit which is equal to 10⁻² newton by 1 metre.
unit:cNp	centineper	A unit which is equal to 10⁻² neper.
unit:cOhm	centiohm	A unit which is equal to 10⁻² ohm.
unit:cPa	centipascal	A unit which is equal to 10⁻² pascal.
unit:cS	centisiemens	A unit which is equal to 10⁻² siemens.
unit:cSv	centisievert	A unit which is equal to 10⁻² sievert.
unit:cT	centitesla	A unit which is equal to 10⁻² tesla.
unit:cV	centivolt	A unit which is equal to 10⁻² volt.
unit:cW	centiwatt	A unit which is equal to 10⁻² watt.
unit:cWb	centiweber	A unit which is equal to 10⁻² weber.
unit:cal	calorie	
unit:cal.Cel-1.g-1	calorie per degree Celsius gram	A unit which is equal to 1 calorie per 1 degree Celsius by 1 gram.
unit:cal_%5B15%5D	calorie at 15°C	
unit:cal_%5B20%5D	calorie at 20°C	
unit:cal_IT	international table calorie	
unit:cal_IT.cm-1.K-1.s-1	international table calorie per centimetre kelvin second	A unit which is equal to 1 international table calorie per 10⁻² metre by 1 kelvin by 1 second.
unit:cal_IT.cm-2.K-1.s-1	international table calorie per square centimetre kelvin second	A unit which is equal to 1 international table calorie per 10⁻² square metre by 1 kelvin by 1 second.
unit:cal_IT.g-1	international table calorie per gram	A unit which is equal to 1 international table calorie per 1 gram.
unit:cal_IT.g-1.K-1	international table calorie per gram kelvin	A unit which is equal to 1 international table calorie per 1 gram by 1 kelvin.
unit:cal_m	mean calorie	
unit:cal_th	thermochemical calorie	
unit:cal_th.Cel-1.cm-1.s-1	thermochemical calorie per degree Celsius centimetre second	A unit which is equal to 1 thermochemical calorie per 1 degree Celsius by 10⁻² metre by 1 second.
unit:cal_th.cm-1.K-1.s-1	thermochemical calorie per centimetre kelvin second	A unit which is equal to 1 thermochemical calorie per 10⁻² metre by 1 kelvin by 1 second.
unit:cal_th.g-1	thermochemical calorie per gram	A unit which is equal to 1 thermochemical calorie per 1 gram.
unit:cal_th.g-1.K-1	thermochemical calorie per gram kelvin	A unit which is equal to 1 thermochemical calorie per 1 gram by 1 kelvin.
unit:cal_th.min-1	thermochemical calorie per minute	A unit which is equal to 1 thermochemical calorie per 1 minute.
unit:cal_th.s-1	thermochemical calorie per second	A unit which is equal to 1 thermochemical calorie per 1 second.
unit:car	centiare	A unit which is equal to 10⁻² are.
unit:ccd	centicandela	A unit which is equal to 10⁻² candela.
unit:cd	candela	An SI base unit which 1) is the SI unit of of luminous intensity in a given direction and 2) is defined by taking the fixed numerical value of the luminous efficacy of monochromatic radiation of frequency 540 × 10¹² Hz
unit:cd.%5Bin_i%5D-2	candela per square inch	A unit which is equal to 1 candela per 1 square inch.
unit:cd.cm-2	candela per square centimetre	A unit which is equal to 1 candela per 10⁻² square metre.
unit:cd.m-2	candela per square metre	A unit which is equal to 1 candela per 1 square metre.
unit:cd.sr	candela steradian	A unit which is equal to 1 candela by 1 steradian.
unit:ceV	centielectronvolt	A unit which is equal to 10⁻² electronvolt.
unit:cg	centigram	A unit which is equal to 10⁻² gram.
unit:cg.L-1	centigram per litre	A unit which is equal to 10⁻² gram per 1 litre.
unit:circ	plane angle circle	
unit:ckat	centikatal	A unit which is equal to 10⁻² katal.
unit:clm	centilumen	A unit which is equal to 10⁻² lumen.
unit:clx	centilux	A unit which is equal to 10⁻² lux.
unit:cm	centimetre	A unit which is equal to 10⁻² metre.
unit:cm-1	reciprocal centimetre	A unit which is equal to the reciprocal of 10⁻² metre.
unit:cm-2	reciprocal square centimetre	A unit which is equal to the reciprocal of 10⁻² square metre.
unit:cm-3	reciprocal cubic centimetre	A unit which is equal to the reciprocal of 10⁻² cubic metre.
unit:cm.K-1	centimetre per kelvin	A unit which is equal to 10⁻² metre per 1 kelvin.
unit:cm.N	centimetre newton	A unit which is equal to 10⁻² metre by 1 newton.
unit:cm.Oe	centimetre Oersted	A unit which is equal to 10⁻² metre by 1 Oersted.
unit:cm.cm-3	centimetre per cubic centimetre	A unit which is equal to 10⁻² metre per 10⁻² cubic metre.
unit:cm.d-1	centimetre per day	A unit which is equal to 10⁻² metre per 1 day.
unit:cm.dyn	centimetre dyne	A unit which is equal to 10⁻² metre by 1 dyne.
unit:cm.h-1	centimetre per hour	A unit which is equal to 10⁻² metre per 1 hour.
unit:cm.s-1	centimetre per second	A unit which is equal to 10⁻² metre per 1 second.
unit:cm.s-2	centimetre per square second	A unit which is equal to 10⁻² metre per 1 square second.
unit:cm.s.Cel-1	centimetre second per degree Celsius	A unit which is equal to 10⁻² metre by 1 second per 1 degree Celsius.
unit:cm2	square centimetre	A unit which is equal to 10⁻² square metre.
unit:cm2.cm-3	square centimetre per cubic centimetre	A unit which is equal to 10⁻² square metre per 10⁻² cubic metre.
unit:cm2.kg	square centimetre kilogram	A unit which is equal to 10⁻² square metre by 10³ gram.
unit:cm2.min	square centimetre minute	A unit which is equal to 10⁻² square metre by 1 minute.
unit:cm2.s	square centimetre second	A unit which is equal to 10⁻² square metre by 1 second.
unit:cm2.s-1	square centimetre per second	A unit which is equal to 10⁻² square metre per 1 second.
unit:cm3	cubic centimetre	A unit which is equal to 10⁻² cubic metre.
unit:cm3.K-1	cubic centimetre per kelvin	A unit which is equal to 10⁻² cubic metre per 1 kelvin.
unit:cm3.cm-3	cubic centimetre per cubic centimetre	A unit which is equal to 10⁻² cubic metre per 10⁻² cubic metre.
unit:cm3.d-1	cubic centimetre per day	A unit which is equal to 10⁻² cubic metre per 1 day.
unit:cm3.h-1	cubic centimetre per hour	A unit which is equal to 10⁻² cubic metre per 1 hour.
unit:cm3.m-3	cubic centimetre per cubic metre	A unit which is equal to 10⁻² cubic metre per 1 cubic metre.
unit:cm3.min-1	cubic centimetre per minute	A unit which is equal to 10⁻² cubic metre per 1 minute.
unit:cm3.mol-1	cubic centimetre per mole	A unit which is equal to 10⁻² cubic metre per 1 mole.
unit:cm3.s-1	cubic centimetre per second	A unit which is equal to 10⁻² cubic metre per 1 second.
unit:cmol	centimole	A unit which is equal to 10⁻² mole.
unit:cmol.L-1	centimole per litre	A unit which is equal to 10⁻² mole per 1 litre.
unit:cmol.kg-1	centimole per kilogram	A unit which is equal to 10⁻² mole per 10³ gram.
unit:cmol.m-1	centimole per metre	A unit which is equal to 10⁻² mole per 1 metre.
unit:crad	centiradian	A unit which is equal to 10⁻² radian.
unit:cs	centisecond	A unit which is equal to 10⁻² second.
unit:cs2	square centisecond	A unit which is equal to 10⁻² square second.
unit:csr	centisteradian	A unit which is equal to 10⁻² steradian.
unit:ct	centitonne	A unit which is equal to 10⁻² tonne.
unit:cu	centidalton	A unit which is equal to 10⁻² dalton.
unit:d	day	A unit which 1) is a unit of time
unit:d%27%27	deciplane angle second	A unit which is equal to 10⁻¹ plane angle second.
unit:d-1	reciprocal day	A unit which is equal to the reciprocal of 1 day.
unit:d.Cel-1	day per degree Celsius	A unit which is equal to 1 day per 1 degree Celsius.
unit:d.har	day hectare	A unit which is equal to 1 day by 10² are.
unit:d.m2	day square metre	A unit which is equal to 1 day by 1 square metre.
unit:dA	deciampere	A unit which is equal to 10⁻¹ ampere.
unit:dB	decibel	A unit which is equal to 10⁻¹ bel.
unit:dBq	decibecquerel	A unit which is equal to 10⁻¹ becquerel.
unit:dC	decicoulomb	A unit which is equal to 10⁻¹ coulomb.
unit:dF	decifarad	A unit which is equal to 10⁻¹ farad.
unit:dGy	decigray	A unit which is equal to 10⁻¹ gray.
unit:dH	decihenry	A unit which is equal to 10⁻¹ henry.
unit:dHz	decihertz	A unit which is equal to 10⁻¹ hertz.
unit:dJ	decijoule	A unit which is equal to 10⁻¹ joule.
unit:dK	decikelvin	A unit which is equal to 10⁻¹ kelvin.
unit:dL	decilitre	A unit which is equal to 10⁻¹ litre.
unit:dL.g-1	decilitre per gram	A unit which is equal to 10⁻¹ litre per 1 gram.
unit:dN	decinewton	A unit which is equal to 10⁻¹ newton.
unit:dN.m	decinewton metre	A unit which is equal to 10⁻¹ newton by 1 metre.
unit:dNp	decineper	A unit which is equal to 10⁻¹ neper.
unit:dOhm	deciohm	A unit which is equal to 10⁻¹ ohm.
unit:dPa	decipascal	A unit which is equal to 10⁻¹ pascal.
unit:dS	decisiemens	A unit which is equal to 10⁻¹ siemens.
unit:dS.m-1	decisiemens per metre	A unit which is equal to 10⁻¹ siemens per 1 metre.
unit:dSv	decisievert	A unit which is equal to 10⁻¹ sievert.
unit:dT	decitesla	A unit which is equal to 10⁻¹ tesla.
unit:dV	decivolt	A unit which is equal to 10⁻¹ volt.
unit:dW	deciwatt	A unit which is equal to 10⁻¹ watt.
unit:dWb	deciweber	A unit which is equal to 10⁻¹ weber.
unit:da%27%27	decaplane angle second	A unit which is equal to 10¹ plane angle second.
unit:daA	decaampere	A unit which is equal to 10¹ ampere.
unit:daB	decabel	A unit which is equal to 10¹ bel.
unit:daBq	decabecquerel	A unit which is equal to 10¹ becquerel.
unit:daC	decacoulomb	A unit which is equal to 10¹ coulomb.
unit:daF	decafarad	A unit which is equal to 10¹ farad.
unit:daGy	decagray	A unit which is equal to 10¹ gray.
unit:daH	decahenry	A unit which is equal to 10¹ henry.
unit:daHz	decahertz	A unit which is equal to 10¹ hertz.
unit:daJ	decajoule	A unit which is equal to 10¹ joule.
unit:daK	decakelvin	A unit which is equal to 10¹ kelvin.
unit:daL	decalitre	A unit which is equal to 10¹ litre.
unit:daN	decanewton	A unit which is equal to 10¹ newton.
unit:daNp	decaneper	A unit which is equal to 10¹ neper.
unit:daOhm	decaohm	A unit which is equal to 10¹ ohm.
unit:daPa	decapascal	A unit which is equal to 10¹ pascal.
unit:daS	decasiemens	A unit which is equal to 10¹ siemens.
unit:daSv	decasievert	A unit which is equal to 10¹ sievert.
unit:daT	decatesla	A unit which is equal to 10¹ tesla.
unit:daV	decavolt	A unit which is equal to 10¹ volt.
unit:daW	decawatt	A unit which is equal to 10¹ watt.
unit:daWb	decaweber	A unit which is equal to 10¹ weber.
unit:daar	decare	A unit which is equal to 10¹ are.
unit:dacd	decacandela	A unit which is equal to 10¹ candela.
unit:daeV	decaelectronvolt	A unit which is equal to 10¹ electronvolt.
unit:dag	decagram	A unit which is equal to 10¹ gram.
unit:dag.L-1	decagram per litre	A unit which is equal to 10¹ gram per 1 litre.
unit:dakat	decakatal	A unit which is equal to 10¹ katal.
unit:dalm	decalumen	A unit which is equal to 10¹ lumen.
unit:dalx	decalux	A unit which is equal to 10¹ lux.
unit:dam	decametre	A unit which is equal to 10¹ metre.
unit:dam.s-1	decametre per second	A unit which is equal to 10¹ metre per 1 second.
unit:dam.s-2	decametre per square second	A unit which is equal to 10¹ metre per 1 square second.
unit:dam2	square decametre	A unit which is equal to 10¹ square metre.
unit:dam3	cubic decametre	A unit which is equal to 10¹ cubic metre.
unit:damol	decamole	A unit which is equal to 10¹ mole.
unit:damol.L-1	decamole per litre	A unit which is equal to 10¹ mole per 1 litre.
unit:damol.m-1	decamole per metre	A unit which is equal to 10¹ mole per 1 metre.
unit:dar	deciare	A unit which is equal to 10⁻¹ are.
unit:darad	decaradian	A unit which is equal to 10¹ radian.
unit:das	decasecond	A unit which is equal to 10¹ second.
unit:das2	square decasecond	A unit which is equal to 10¹ square second.
unit:dasr	decasteradian	A unit which is equal to 10¹ steradian.
unit:dat	decatonne	A unit which is equal to 10¹ tonne.
unit:dau	decadalton	A unit which is equal to 10¹ dalton.
unit:dcd	decicandela	A unit which is equal to 10⁻¹ candela.
unit:deV	decielectronvolt	A unit which is equal to 10⁻¹ electronvolt.
unit:deg	plane angle degree	A unit which 1) is a unit of plane and phase angle
unit:deg.h-1	plane angle degree per hour	A unit which is equal to 1 plane angle degree per 1 hour.
unit:deg.m-1	plane angle degree per metre	A unit which is equal to 1 plane angle degree per 1 metre.
unit:deg.min-1	plane angle degree per minute	A unit which is equal to 1 plane angle degree per 1 minute.
unit:deg.s-1	plane angle degree per second	A unit which is equal to 1 plane angle degree per 1 second.
unit:deg.s-2	plane angle degree per square second	A unit which is equal to 1 plane angle degree per 1 square second.
unit:deg2	square plane angle degree	A unit which is equal to 1 square plane angle degree.
unit:dg	decigram	A unit which is equal to 10⁻¹ gram.
unit:dg.L-1	decigram per litre	A unit which is equal to 10⁻¹ gram per 1 litre.
unit:dkat	decikatal	A unit which is equal to 10⁻¹ katal.
unit:dlm	decilumen	A unit which is equal to 10⁻¹ lumen.
unit:dlx	decilux	A unit which is equal to 10⁻¹ lux.
unit:dm	decimetre	A unit which is equal to 10⁻¹ metre.
unit:dm.s-1	decimetre per second	A unit which is equal to 10⁻¹ metre per 1 second.
unit:dm.s-2	decimetre per square second	A unit which is equal to 10⁻¹ metre per 1 square second.
unit:dm2	square decimetre	A unit which is equal to 10⁻¹ square metre.
unit:dm3	cubic decimetre	A unit which is equal to 10⁻¹ cubic metre.
unit:dm3.d-1	cubic decimetre per day	A unit which is equal to 10⁻¹ cubic metre per 1 day.
unit:dm3.h-1	cubic decimetre per hour	A unit which is equal to 10⁻¹ cubic metre per 1 hour.
unit:dm3.m-3	cubic decimetre per cubic metre	A unit which is equal to 10⁻¹ cubic metre per 1 cubic metre.
unit:dm3.min-3	cubic decimetre per cubic minute	A unit which is equal to 10⁻¹ cubic metre per 1 cubic minute.
unit:dm3.mol-1	cubic decimetre per mole	A unit which is equal to 10⁻¹ cubic metre per 1 mole.
unit:dm3.s-1	cubic decimetre per second	A unit which is equal to 10⁻¹ cubic metre per 1 second.
unit:dmol	decimole	A unit which is equal to 10⁻¹ mole.
unit:dmol.L-1	decimole per litre	A unit which is equal to 10⁻¹ mole per 1 litre.
unit:dmol.m-1	decimole per metre	A unit which is equal to 10⁻¹ mole per 1 metre.
unit:drad	deciradian	A unit which is equal to 10⁻¹ radian.
unit:ds	decisecond	A unit which is equal to 10⁻¹ second.
unit:ds2	square decisecond	A unit which is equal to 10⁻¹ square second.
unit:dsr	decisteradian	A unit which is equal to 10⁻¹ steradian.
unit:dt	decitonne	A unit which is equal to 10⁻¹ tonne.
unit:du	decidalton	A unit which is equal to 10⁻¹ dalton.
unit:dyn	dyne	
unit:dyn.cm-1	dyne per centimetre	A unit which is equal to 1 dyne per 10⁻² metre.
unit:dyn.cm-2	dyne per square centimetre	A unit which is equal to 1 dyne per 10⁻² square metre.
unit:dyn.s.cm-1	dyne second per centimetre	A unit which is equal to 1 dyne by 1 second per 10⁻² metre.
unit:dyn.s.cm-3	dyne second per cubic centimetre	A unit which is equal to 1 dyne by 1 second per 10⁻² cubic metre.
unit:eV	electronvolt	A unit which 1) is a unit of energy
unit:eV.K-1	electronvolt per kelvin	A unit which is equal to 1 electronvolt per 1 kelvin.
unit:eV.T-1	electronvolt per tesla	A unit which is equal to 1 electronvolt per 1 tesla.
unit:eV.m-1	electronvolt per metre	A unit which is equal to 1 electronvolt per 1 metre.
unit:eV.s-1	electronvolt per second	A unit which is equal to 1 electronvolt per 1 second.
unit:eq	equivalent	
unit:erg	erg	
unit:erg.cm-1	erg per centimetre	A unit which is equal to 1 erg per 10⁻² metre.
unit:erg.cm-3	erg per cubic centimetre	A unit which is equal to 1 erg per 10⁻² cubic metre.
unit:erg.g-1	erg per gram	A unit which is equal to 1 erg per 1 gram.
unit:erg.g-1.s-1	erg per gram second	A unit which is equal to 1 erg per 1 gram by 1 second.
unit:erg.s	erg second	A unit which is equal to 1 erg by 1 second.
unit:erg.s-1	erg per second	A unit which is equal to 1 erg per 1 second.
unit:f%27%27	femtoplane angle second	A unit which is equal to 10⁻¹⁵ plane angle second.
unit:fA	femtoampere	A unit which is equal to 10⁻¹⁵ ampere.
unit:fB	femtobel	A unit which is equal to 10⁻¹⁵ bel.
unit:fBq	femtobecquerel	A unit which is equal to 10⁻¹⁵ becquerel.
unit:fC	femtocoulomb	A unit which is equal to 10⁻¹⁵ coulomb.
unit:fF	femtofarad	A unit which is equal to 10⁻¹⁵ farad.
unit:fGy	femtogray	A unit which is equal to 10⁻¹⁵ gray.
unit:fH	femtohenry	A unit which is equal to 10⁻¹⁵ henry.
unit:fHz	femtohertz	A unit which is equal to 10⁻¹⁵ hertz.
unit:fJ	femtojoule	A unit which is equal to 10⁻¹⁵ joule.
unit:fK	femtokelvin	A unit which is equal to 10⁻¹⁵ kelvin.
unit:fL	femtolitre	A unit which is equal to 10⁻¹⁵ litre.
unit:fN	femtonewton	A unit which is equal to 10⁻¹⁵ newton.
unit:fNp	femtoneper	A unit which is equal to 10⁻¹⁵ neper.
unit:fOhm	femtoohm	A unit which is equal to 10⁻¹⁵ ohm.
unit:fPa	femtopascal	A unit which is equal to 10⁻¹⁵ pascal.
unit:fS	femtosiemens	A unit which is equal to 10⁻¹⁵ siemens.
unit:fSv	femtosievert	A unit which is equal to 10⁻¹⁵ sievert.
unit:fT	femtotesla	A unit which is equal to 10⁻¹⁵ tesla.
unit:fV	femtovolt	A unit which is equal to 10⁻¹⁵ volt.
unit:fW	femtowatt	A unit which is equal to 10⁻¹⁵ watt.
unit:fWb	femtoweber	A unit which is equal to 10⁻¹⁵ weber.
unit:far	femtoare	A unit which is equal to 10⁻¹⁵ are.
unit:fcd	femtocandela	A unit which is equal to 10⁻¹⁵ candela.
unit:feV	femtoelectronvolt	A unit which is equal to 10⁻¹⁵ electronvolt.
unit:fg	femtogram	A unit which is equal to 10⁻¹⁵ gram.
unit:fg.L-1	femtogram per litre	A unit which is equal to 10⁻¹⁵ gram per 1 litre.
unit:fg.kg-1	femtogram per kilogram	A unit which is equal to 10⁻¹⁵ gram per 10³ gram.
unit:fkat	femtokatal	A unit which is equal to 10⁻¹⁵ katal.
unit:flm	femtolumen	A unit which is equal to 10⁻¹⁵ lumen.
unit:flx	femtolux	A unit which is equal to 10⁻¹⁵ lux.
unit:fm	femtometre	A unit which is equal to 10⁻¹⁵ metre.
unit:fm.MeV	femtometre megaelectronvolt	A unit which is equal to 10⁻¹⁵ metre by 10⁶ electronvolt.
unit:fm.s-1	femtometre per second	A unit which is equal to 10⁻¹⁵ metre per 1 second.
unit:fm.s-2	femtometre per square second	A unit which is equal to 10⁻¹⁵ metre per 1 square second.
unit:fm2	square femtometre	A unit which is equal to 10⁻¹⁵ square metre.
unit:fm3	cubic femtometre	A unit which is equal to 10⁻¹⁵ cubic metre.
unit:fmol	femtomole	A unit which is equal to 10⁻¹⁵ mole.
unit:fmol.L-1	femtomole per litre	A unit which is equal to 10⁻¹⁵ mole per 1 litre.
unit:fmol.kg-1	femtomole per kilogram	A unit which is equal to 10⁻¹⁵ mole per 10³ gram.
unit:fmol.m-1	femtomole per metre	A unit which is equal to 10⁻¹⁵ mole per 1 metre.
unit:frad	femtoradian	A unit which is equal to 10⁻¹⁵ radian.
unit:fs	femtosecond	A unit which is equal to 10⁻¹⁵ second.
unit:fs2	square femtosecond	A unit which is equal to 10⁻¹⁵ square second.
unit:fsr	femtosteradian	A unit which is equal to 10⁻¹⁵ steradian.
unit:ft	femtotonne	A unit which is equal to 10⁻¹⁵ tonne.
unit:fu	femtodalton	A unit which is equal to 10⁻¹⁵ dalton.
unit:g	gram	An SI unit which is equal to 10⁻³ kilogram.
unit:g%25	gram percent	
unit:g-1	reciprocal gram	A unit which is equal to the reciprocal of 1 gram.
unit:g-1.m-2	reciprocal gram square metre	A unit which is equal to the reciprocal of 1 gram by 1 square metre.
unit:g.EL-1	gram per exalitre	A unit which is equal to 1 gram per 10¹⁸ litre.
unit:g.GL-1	gram per gigalitre	A unit which is equal to 1 gram per 10⁹ litre.
unit:g.J-1	gram per joule	A unit which is equal to 1 gram per 1 joule.
unit:g.L-1	gram per litre	A unit which is equal to 1 gram per 1 litre.
unit:g.MJ-1	gram per megajoule	A unit which is equal to 1 gram per 10⁶ joule.
unit:g.PL-1	gram per petalitre	A unit which is equal to 1 gram per 10¹⁵ litre.
unit:g.TL-1	gram per teralitre	A unit which is equal to 1 gram per 10¹² litre.
unit:g.a-1.cm-2	gram per year square centimetre	A unit which is equal to 1 gram per 1 year by 10⁻² square metre.
unit:g.aL-1	gram per attolitre	A unit which is equal to 1 gram per 10⁻¹⁸ litre.
unit:g.cL-1	gram per centilitre	A unit which is equal to 1 gram per 10⁻² litre.
unit:g.cm-2	gram per square centimetre	A unit which is equal to 1 gram per 10⁻² square metre.
unit:g.cm-3	gram per cubic centimetre	A unit which is equal to 1 gram per 10⁻² cubic metre.
unit:g.d-1	gram per day	A unit which is equal to 1 gram per 1 day.
unit:g.d-1.m-2	gram per day square metre	A unit which is equal to 1 gram per 1 day by 1 square metre.
unit:g.dL-1	gram per decilitre	A unit which is equal to 1 gram per 10⁻¹ litre.
unit:g.daL-1	gram per decalitre	A unit which is equal to 1 gram per 10¹ litre.
unit:g.dm-3	gram per cubic decimetre	A unit which is equal to 1 gram per 10⁻¹ cubic metre.
unit:g.fL-1	gram per femtolitre	A unit which is equal to 1 gram per 10⁻¹⁵ litre.
unit:g.g-1	gram per gram	A unit which is equal to 1 gram per 1 gram.
unit:g.h-1	gram per hour	A unit which is equal to 1 gram per 1 hour.
unit:g.hL-1	gram per hectolitre	A unit which is equal to 1 gram per 10² litre.
unit:g.hg-1	gram per hectogram	A unit which is equal to 1 gram per 10² gram.
unit:g.kL-1	gram per kilolitre	A unit which is equal to 1 gram per 10³ litre.
unit:g.kg-1	gram per kilogram	A unit which is equal to 1 gram per 10³ gram.
unit:g.m-1	gram per metre	A unit which is equal to 1 gram per 1 metre.
unit:g.m-2	gram per square metre	A unit which is equal to 1 gram per 1 square metre.
unit:g.m-2.s-1	gram per square metre second	A unit which is equal to 1 gram per 1 square metre by 1 second.
unit:g.m-3	gram per cubic metre	A unit which is equal to 1 gram per 1 cubic metre.
unit:g.mL-1	gram per millilitre	A unit which is equal to 1 gram per 10⁻³ litre.
unit:g.min-1	gram per minute	A unit which is equal to 1 gram per 1 minute.
unit:g.mm	gram millimetre	A unit which is equal to 1 gram by 10⁻³ metre.
unit:g.mm-1	gram per millimetre	A unit which is equal to 1 gram per 10⁻³ metre.
unit:g.mol-1	gram per mole	A unit which is equal to 1 gram per 1 mole.
unit:g.nL-1	gram per nanolitre	A unit which is equal to 1 gram per 10⁻⁹ litre.
unit:g.s-1	gram per second	A unit which is equal to 1 gram per 1 second.
unit:g.uL-1	gram per microlitre	A unit which is equal to 1 gram per 10⁻⁶ litre.
unit:g.ug	gram microgram	A unit which is equal to 1 gram by 10⁻⁶ gram.
unit:g.yL-1	gram per yoctolitre	A unit which is equal to 1 gram per 10⁻²⁴ litre.
unit:g.zL-1	gram per zeptolitre	A unit which is equal to 1 gram per 10⁻²¹ litre.
unit:gf	gram-force	
unit:gf.cm-2	gram-force per square centimetre	A unit which is equal to 1 gram-force per 10⁻² square metre.
unit:gon	gon	
unit:h	hour	A unit which 1) is a unit of time
unit:h%27%27	hectoplane angle second	A unit which is equal to 10² plane angle second.
unit:h.MW	hour megawatt	A unit which is equal to 1 hour by 10⁶ watt.
unit:h.TW	hour terawatt	A unit which is equal to 1 hour by 10¹² watt.
unit:h.V	hour volt	A unit which is equal to 1 hour by 1 volt.
unit:h.W	hour watt	A unit which is equal to 1 hour by 1 watt.
unit:h.W.m-3	hour watt per cubic metre	A unit which is equal to 1 hour by 1 watt per 1 cubic metre.
unit:h.kA	hour kiloampere	A unit which is equal to 1 hour by 10³ ampere.
unit:h.kV	hour kilovolt	A unit which is equal to 1 hour by 10³ volt.
unit:h.kW	hour kilowatt	A unit which is equal to 1 hour by 10³ watt.
unit:h.lx	hour lux	A unit which is equal to 1 hour by 1 lux.
unit:h.mA	hour milliampere	A unit which is equal to 1 hour by 10⁻³ ampere.
unit:hA	hectoampere	A unit which is equal to 10² ampere.
unit:hB	hectobel	A unit which is equal to 10² bel.
unit:hBq	hectobecquerel	A unit which is equal to 10² becquerel.
unit:hC	hectocoulomb	A unit which is equal to 10² coulomb.
unit:hF	hectofarad	A unit which is equal to 10² farad.
unit:hGy	hectogray	A unit which is equal to 10² gray.
unit:hH	hectohenry	A unit which is equal to 10² henry.
unit:hHz	hectohertz	A unit which is equal to 10² hertz.
unit:hJ	hectojoule	A unit which is equal to 10² joule.
unit:hK	hectokelvin	A unit which is equal to 10² kelvin.
unit:hL	hectolitre	A unit which is equal to 10² litre.
unit:hN	hectonewton	A unit which is equal to 10² newton.
unit:hNp	hectoneper	A unit which is equal to 10² neper.
unit:hOhm	hectoohm	A unit which is equal to 10² ohm.
unit:hPa	hectopascal	A unit which is equal to 10² pascal.
unit:hPa.K-1	hectopascal per kelvin	A unit which is equal to 10² pascal per 1 kelvin.
unit:hPa.L.s-1	hectopascal litre per second	A unit which is equal to 10² pascal by 1 litre per 1 second.
unit:hPa.bar-1	hectopascal per bar	A unit which is equal to 10² pascal per 1 bar.
unit:hPa.h-1	hectopascal per hour	A unit which is equal to 10² pascal per 1 hour.
unit:hPa.m3.s-1	hectopascal cubic metre per second	A unit which is equal to 10² pascal by 1 cubic metre per 1 second.
unit:hS	hectosiemens	A unit which is equal to 10² siemens.
unit:hSv	hectosievert	A unit which is equal to 10² sievert.
unit:hT	hectotesla	A unit which is equal to 10² tesla.
unit:hV	hectovolt	A unit which is equal to 10² volt.
unit:hW	hectowatt	A unit which is equal to 10² watt.
unit:hWb	hectoweber	A unit which is equal to 10² weber.
unit:har	hectare	A unit which is equal to 10² are.
unit:hcd	hectocandela	A unit which is equal to 10² candela.
unit:heV	hectoelectronvolt	A unit which is equal to 10² electronvolt.
unit:hg	hectogram	A unit which is equal to 10² gram.
unit:hg.L-1	hectogram per litre	A unit which is equal to 10² gram per 1 litre.
unit:hkat	hectokatal	A unit which is equal to 10² katal.
unit:hlm	hectolumen	A unit which is equal to 10² lumen.
unit:hlx	hectolux	A unit which is equal to 10² lux.
unit:hm	hectometre	A unit which is equal to 10² metre.
unit:hm.s-1	hectometre per second	A unit which is equal to 10² metre per 1 second.
unit:hm.s-2	hectometre per square second	A unit which is equal to 10² metre per 1 square second.
unit:hm2	square hectometre	A unit which is equal to 10² square metre.
unit:hm3	cubic hectometre	A unit which is equal to 10² cubic metre.
unit:hmol	hectomole	A unit which is equal to 10² mole.
unit:hmol.L-1	hectomole per litre	A unit which is equal to 10² mole per 1 litre.
unit:hmol.m-1	hectomole per metre	A unit which is equal to 10² mole per 1 metre.
unit:hrad	hectoradian	A unit which is equal to 10² radian.
unit:hs	hectosecond	A unit which is equal to 10² second.
unit:hs2	square hectosecond	A unit which is equal to 10² square second.
unit:hsr	hectosteradian	A unit which is equal to 10² steradian.
unit:ht	hectotonne	A unit which is equal to 10² tonne.
unit:hu	hectodalton	A unit which is equal to 10² dalton.
unit:k%27%27	kiloplane angle second	A unit which is equal to 10³ plane angle second.
unit:kA	kiloampere	A unit which is equal to 10³ ampere.
unit:kA.m-1	kiloampere per metre	A unit which is equal to 10³ ampere per 1 metre.
unit:kA.m-2	kiloampere per square metre	A unit which is equal to 10³ ampere per 1 square metre.
unit:kB	kilobel	A unit which is equal to 10³ bel.
unit:kBq	kilobecquerel	A unit which is equal to 10³ becquerel.
unit:kC	kilocoulomb	A unit which is equal to 10³ coulomb.
unit:kC.m-2	kilocoulomb per square metre	A unit which is equal to 10³ coulomb per 1 square metre.
unit:kC.m-3	kilocoulomb per cubic metre	A unit which is equal to 10³ coulomb per 1 cubic metre.
